data,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
2020-03-06,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2020-03-07,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
2020-03-08,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,3,0
2020-03-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,11,0
2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,3,0,0,0,2,0,0,12,0
2020-03-13,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,14,0
2020-03-14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,9,0
2020-03-15,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,71,0
2020-03-16,0,0,0,0,0,0,5,0,0,0,3,2,0,0,0,0,0,0,7,0,0,0,0,1,0,16,0
2020-03-17,0,0,0,0,1,5,9,0,3,0,2,2,0,0,0,14,0,0,2,0,0,0,4,0,3,12,0
2020-03-18,0,0,0,0,0,4,4,8,2,0,8,3,0,0,0,0,0,7,12,0,0,0,9,3,1,76,0
2020-03-19,3,3,2,0,27,11,16,2,4,0,14,0,0,1,1,12,0,10,20,0,0,0,9,10,1,46,1
2020-03-20,4,1,0,1,3,35,45,2,3,0,6,2,1,1,0,2,3,9,44,0,1,0,9,1,0,110,0
2020-03-21,2,2,8,0,8,13,13,13,5,1,3,7,1,0,0,0,1,11,10,5,0,0,23,30,4,63,1
2020-03-22,2,0,15,0,8,44,17,0,1,1,45,5,0,2,0,7,0,7,67,3,2,2,12,6,0,172,0
2020-03-23,0,0,6,0,14,51,16,3,2,0,45,0,0,1,1,5,2,6,47,4,0,0,14,11,0,114,3
2020-03-24,6,2,15,0,13,19,27,4,4,6,2,2,5,0,1,0,0,9,72,0,0,0,12,39,5,65,2
2020-03-25,6,2,7,0,8,18,0,6,2,0,3,1,1,2,0,4,2,16,65,1,2,6,25,2,1,52,0
2020-03-26,1,0,13,1,20,35,40,0,10,2,20,1,3,6,2,2,1,21,51,5,0,0,45,13,0,190,0
2020-03-27,1,0,14,0,11,47,30,8,10,3,36,3,0,0,4,8,0,17,72,9,1,2,27,27,0,171,1
2020-03-28,0,3,30,2,12,32,30,6,7,1,16,3,2,4,5,12,2,14,65,17,0,2,2,35,0,183,1
2020-03-29,9,3,29,0,27,34,29,7,2,2,26,5,3,1,0,5,3,15,42,23,0,4,29,10,0,45,0
2020-03-30,8,0,11,4,22,24,23,12,3,7,30,8,2,3,1,5,2,7,57,9,0,0,15,3,0,66,1
2020-03-31,0,1,24,2,37,18,20,12,4,8,14,4,7,11,2,9,2,24,51,5,2,0,33,22,3,822,1
2020-04-01,1,0,25,1,33,54,23,12,6,21,39,3,2,8,3,8,0,45,124,10,1,6,32,16,1,642,1
2020-04-02,0,0,29,0,21,106,15,24,2,19,56,2,9,6,1,11,1,28,160,13,1,4,28,12,3,525,0
2020-04-03,3,4,31,8,15,77,32,19,15,10,27,7,8,4,8,30,2,49,82,71,0,4,62,34,2,542,0
2020-04-04,0,1,51,9,50,103,52,14,15,7,33,2,12,30,3,40,1,94,172,36,1,7,14,53,2,418,2
2020-04-05,2,5,106,1,69,93,14,13,12,8,68,3,4,6,2,25,1,43,148,30,1,5,8,23,5,154,3
2020-04-06,2,3,115,5,30,190,5,28,4,37,27,1,16,16,1,22,0,20,67,4,2,0,63,22,0,246,0
2020-04-07,0,1,104,14,25,38,19,15,14,39,34,14,2,36,1,129,5,45,227,8,4,0,27,38,4,816,2
2020-04-08,4,5,168,59,41,240,17,18,25,58,55,5,12,29,5,49,3,36,250,7,0,7,47,40,0,1026,4
2020-04-09,8,0,95,21,62,134,18,46,21,43,41,4,18,1,14,154,7,70,278,0,10,3,63,44,3,772,0
2020-04-10,8,8,82,38,45,53,28,27,12,20,43,8,4,2,24,129,2,34,248,2,4,11,18,192,3,736,0
2020-04-11,2,3,69,27,31,104,24,49,18,51,52,3,9,47,6,132,1,33,143,26,1,12,4,39,0,203,0
2020-04-12,5,0,156,37,38,94,35,34,20,54,56,1,2,29,16,144,3,62,248,13,2,4,13,36,2,336,2
2020-04-13,13,2,69,12,50,124,24,47,4,47,9,12,11,24,10,194,6,18,376,37,7,4,11,9,0,140,1
2020-04-14,9,22,209,65,36,205,13,33,51,33,69,2,4,53,25,130,8,35,179,37,22,30,36,49,1,476,0
2020-04-15,2,10,70,27,48,152,31,94,20,152,19,6,13,61,15,200,17,12,333,23,5,1,47,27,1,1672,0
2020-04-16,9,7,165,28,144,229,34,197,14,65,55,10,5,54,14,199,16,29,201,1,7,28,33,31,2,525,3
2020-04-17,25,21,90,8,108,298,30,102,17,102,63,12,6,119,30,323,11,42,405,63,16,22,22,42,5,1273,2
2020-04-18,7,22,88,23,134,350,16,96,43,243,56,18,9,83,10,187,21,71,194,53,18,37,29,36,18,1053,2
2020-04-19,21,27,147,23,37,218,65,147,15,165,77,7,3,45,31,266,22,42,222,15,18,21,23,13,12,373,0
2020-04-20,13,12,116,17,111,230,45,69,10,115,35,3,7,217,9,231,13,20,134,64,32,22,35,50,3,313,1
2020-04-21,19,39,110,24,148,234,9,44,18,76,41,2,0,124,18,218,28,17,407,13,39,3,15,38,6,805,3
2020-04-22,19,33,209,22,155,194,65,101,17,208,53,2,2,169,38,390,20,39,246,38,24,33,19,28,25,529,0
2020-04-23,13,81,409,69,145,688,17,50,15,153,25,11,38,72,44,221,11,19,620,62,27,17,71,24,7,826,0
2020-04-24,7,89,306,85,173,202,26,18,33,194,111,27,19,179,41,480,39,37,110,46,40,7,67,55,20,1086,6
2020-04-25,24,88,441,52,119,621,24,214,20,154,62,4,7,133,61,508,41,21,546,27,38,41,35,39,9,2178,7
2020-04-26,21,53,198,113,128,412,53,108,67,118,67,17,3,288,52,391,34,16,283,44,36,56,70,26,6,711,8
2020-04-27,0,89,95,44,145,893,80,93,43,187,38,4,7,261,44,460,33,30,833,7,29,6,62,102,38,981,9
2020-04-28,32,134,409,76,186,192,67,78,45,118,63,2,4,134,90,366,44,85,560,25,20,18,58,139,83,2345,12
2020-04-29,43,180,464,98,106,349,62,233,44,276,109,9,31,160,66,470,46,77,365,229,20,27,82,519,57,2117,37
2020-04-30,50,87,453,64,205,339,81,358,76,386,69,6,5,454,115,682,59,59,584,91,69,67,98,90,110,2540,21
2020-05-01,82,182,469,41,234,273,110,197,27,316,108,6,23,300,112,458,87,40,713,120,83,83,63,19,70,1676,27
2020-05-02,67,146,339,66,182,352,100,286,17,299,88,5,11,284,108,811,65,45,380,69,68,66,90,242,84,800,27
2020-05-03,104,69,621,295,228,139,83,138,25,235,95,6,6,403,135,498,77,22,593,26,52,72,47,0,129,598,55
2020-05-04,76,97,559,251,239,2670,119,140,11,187,229,2,7,262,50,220,42,48,582,29,51,66,45,173,42,415,21
2020-05-05,84,68,867,198,306,430,50,176,61,303,105,9,21,347,142,462,91,26,670,115,105,63,104,104,126,1866,36
2020-05-06,126,97,1134,115,261,834,88,166,102,498,153,5,14,545,132,556,74,39,904,38,82,63,235,294,100,3800,48
2020-05-07,71,164,856,153,227,1584,352,270,3,361,165,23,38,507,164,943,102,29,861,165,155,88,79,165,216,2075,72
2020-05-08,163,166,628,123,290,1068,184,404,26,520,173,15,40,617,374,763,80,55,1585,82,124,104,318,123,224,1902,71
2020-05-09,158,139,1198,171,356,923,134,170,16,856,180,20,45,634,125,883,102,74,1188,98,41,78,46,167,150,2581,78
2020-05-10,112,86,674,120,384,813,106,187,24,834,114,16,17,481,185,805,45,50,133,9,39,88,49,57,183,1033,116
2020-05-11,13,85,320,58,250,907,101,220,7,545,83,23,22,307,184,493,54,14,877,61,94,5,34,100,29,687,59
2020-05-12,130,237,1249,239,396,813,196,268,15,382,115,20,50,1053,252,541,111,57,547,44,64,33,341,204,232,1588,81
2020-05-13,104,181,1648,95,343,744,213,314,19,586,298,25,70,1002,268,592,169,90,242,334,152,83,0,95,236,3378,104
2020-05-14,46,211,1365,423,408,1921,224,412,289,689,217,22,58,1249,316,687,172,67,739,170,74,89,80,504,226,3189,97
2020-05-15,45,240,1211,202,1173,1413,371,385,149,938,246,27,60,1242,378,621,121,76,520,249,103,89,600,230,374,4092,150
2020-05-16,82,381,1285,204,186,1305,353,397,68,853,278,29,72,1075,324,2279,180,103,1614,218,130,117,98,116,267,2805,100
2020-05-17,130,223,651,118,129,460,228,149,52,900,137,62,50,680,284,964,167,44,637,133,44,85,40,98,208,1162,103
2020-05-18,237,215,585,71,138,2108,251,413,57,746,84,43,36,870,439,642,35,74,4427,47,80,85,0,399,223,721,114
2020-05-19,248,285,1219,287,2432,1749,234,536,97,960,282,29,58,1561,514,1148,153,121,1140,299,214,109,15,238,401,2929,150
2020-05-20,335,121,1572,239,184,2448,308,399,132,916,309,51,59,1840,538,1318,197,135,2567,313,242,82,1223,86,310,3864,163
2020-05-21,286,479,1663,639,744,853,381,786,136,944,310,53,118,1621,400,1351,215,194,1717,264,160,79,500,111,457,3880,167
2020-05-22,240,386,1671,467,616,3160,406,642,190,1154,399,59,48,1713,644,1849,222,129,1500,191,115,160,445,848,188,3132,229
2020-05-23,524,328,1764,436,443,549,303,398,73,1555,343,53,132,1228,626,1026,184,160,944,348,335,68,418,149,209,3687,225
2020-05-24,293,584,1065,262,899,473,387,89,66,2424,330,66,110,1428,315,973,132,113,3379,98,92,65,134,89,183,1603,161
2020-05-25,341,468,415,231,305,590,292,358,69,1595,294,99,38,1952,193,607,160,119,1386,62,67,75,89,179,134,1464,105
2020-05-26,280,376,1667,383,362,836,280,524,159,1492,554,77,128,2523,903,488,170,181,726,713,225,69,226,141,287,2392,162
2020-05-27,470,522,1559,652,504,254,551,595,172,1867,495,86,211,2433,1290,1065,246,200,2374,158,369,99,263,356,177,3466,165
2020-05-28,349,475,2638,533,893,546,539,719,247,1834,675,76,112,2666,923,794,277,272,2488,0,390,277,1186,628,244,6382,254
2020-05-29,241,563,2763,317,954,574,422,700,229,2503,546,94,152,2787,879,1542,260,252,3067,833,250,139,0,530,306,5691,334
2020-05-30,231,605,1651,844,709,8111,752,534,266,2138,398,62,258,810,851,1172,242,237,4467,939,241,201,1008,248,343,5586,370
2020-05-31,147,1065,818,289,766,1983,306,253,117,2019,834,71,68,665,300,1023,186,214,968,0,199,175,90,259,194,2556,195
2020-06-01,107,549,396,288,506,2015,730,379,204,658,206,79,112,85,533,450,188,148,1142,562,230,218,0,461,234,1598,169
2020-06-02,139,722,1421,621,2532,2569,746,1082,471,1328,269,78,168,3161,1164,608,387,328,2202,269,305,158,587,162,322,6999,138
2020-06-03,214,848,1152,596,1021,2983,764,970,193,1549,1071,156,139,3567,1159,955,322,331,2508,916,236,293,479,374,434,5188,215
2020-06-04,342,690,2126,444,1012,3739,903,773,374,2455,1024,123,346,3275,1561,1044,236,326,1692,133,746,340,612,498,211,5717,183
2020-06-05,263,840,1193,776,2956,1800,1285,1215,429,2684,961,72,287,2911,1000,1004,653,528,2134,158,403,348,573,314,377,5365,301
2020-06-06,241,881,1119,446,977,1980,1642,841,296,2157,944,135,181,2216,1208,850,388,257,1467,9,838,407,454,439,395,5984,323
2020-06-07,458,888,484,272,854,696,773,669,144,2123,764,121,216,1095,523,881,373,292,3223,3,410,291,98,280,318,2524,139
2020-06-08,145,0,542,249,465,1334,6,1040,311,1778,180,71,222,1761,641,463,143,134,1743,1436,516,239,115,0,437,1520,163
2020-06-09,329,1487,1423,477,1766,2779,1461,1305,397,2698,219,131,239,3116,1501,305,306,283,3480,139,594,288,552,627,399,5545,245
2020-06-10,289,983,1615,852,2204,3018,1343,1380,638,1439,1399,142,263,2947,1580,925,432,517,1394,541,630,291,817,402,489,6178,205
2020-06-11,345,1024,1140,543,1206,2477,1074,885,498,2172,947,256,490,2031,1338,1059,464,626,1402,1666,697,247,549,359,441,6204,272
2020-06-12,204,831,1122,517,774,1826,889,1028,189,1925,1658,148,271,2202,1186,878,514,248,2009,267,677,118,216,212,478,5380,215
2020-06-13,239,856,915,639,1123,724,563,675,94,1254,508,234,161,2182,898,799,488,528,1052,288,486,130,243,131,1332,4975,187
2020-06-14,108,1312,480,190,613,319,912,509,4,991,767,198,337,669,559,590,328,350,736,382,155,33,34,64,1102,5327,41
2020-06-15,129,763,271,301,1219,2714,813,1140,2238,742,347,118,324,45,655,246,204,133,1374,43,315,6,777,600,1707,3258,165
2020-06-16,232,670,1241,1211,1586,1827,1696,1371,1082,2119,296,234,203,2019,1460,920,524,841,2397,998,830,54,1033,442,635,8825,172
2020-06-17,336,1235,1529,594,1720,3678,1760,1489,972,2024,1323,379,736,2949,1584,1019,678,528,3620,0,557,215,657,613,497,1232,264
2020-06-18,325,766,1189,769,651,2306,1381,1230,1068,1356,1559,110,388,2431,48,1180,540,834,354,677,237,271,694,558,531,1111,201
2020-06-19,323,1273,947,535,2345,2590,2381,1471,723,2409,1146,392,841,3449,3333,1094,468,866,6061,150,549,229,765,749,470,19030,182
2020-06-20,276,792,1219,1652,1382,2293,1336,1074,853,1173,1253,324,609,2809,1428,1398,1246,877,2159,3167,599,387,551,786,641,4135,247
2020-06-21,118,959,508,266,975,710,989,642,739,386,336,247,508,1773,263,995,451,839,596,84,229,83,210,474,536,3392,151
2020-06-22,158,738,321,2842,807,1292,921,926,917,630,1277,154,551,1366,469,381,212,623,1439,667,646,68,362,355,399,2788,123
2020-06-23,271,853,1342,1755,1998,3370,1220,1043,1032,1332,979,393,638,2616,1746,337,793,729,3297,118,671,2152,1154,1307,499,7502,289
2020-06-24,212,982,1691,482,2847,2050,1886,1654,1054,1293,1446,417,784,3072,913,1191,958,1110,2624,1699,926,463,1145,1677,470,9347,332
2020-06-25,282,835,503,496,2360,2548,1617,1765,925,1611,1426,322,714,2328,912,1114,853,858,2404,891,749,1069,1051,1030,728,9765,327
2020-06-26,340,799,953,247,2131,2296,2455,1406,1316,1773,6122,390,869,2436,2008,668,943,851,2600,1066,1098,1039,1054,996,827,9921,256
2020-06-27,269,657,802,239,8822,2206,1440,0,757,1417,2075,394,779,2841,1410,1285,642,1147,306,522,0,167,886,861,1411,7073,285
2020-06-28,145,791,627,84,3251,940,2139,2031,364,397,1775,220,882,1130,437,1018,493,923,2495,203,549,1263,243,556,1102,6156,262
2020-06-29,88,805,244,268,972,657,2166,1414,1023,457,1123,149,399,764,378,369,595,584,585,5265,586,118,416,692,396,3408,131
2020-06-30,107,845,930,239,3840,474,2147,1796,1374,1482,1137,289,550,1999,1900,382,669,1551,728,566,845,182,1282,1298,594,6235,405
2020-07-01,462,857,1461,435,3178,4318,1458,1928,1160,2805,2583,711,985,2647,1218,847,1637,1348,2667,1612,211,512,1230,925,504,8555,458
2020-07-02,333,509,1246,226,2864,2507,1605,1419,722,2769,3123,386,1106,2214,1361,1414,1248,2079,1545,998,508,2430,1024,1296,697,12244,232
2020-07-03,64,1076,1007,421,2965,2517,1715,1449,67,2189,2644,326,1127,2344,1229,1243,1069,1862,2133,524,271,740,1176,1686,1574,8523,282
2020-07-04,375,851,1408,235,3171,2911,1764,1134,2164,843,2607,522,1244,2120,1541,1095,1185,2404,1484,836,716,446,1248,1670,1575,1828,546
2020-07-05,135,680,69,74,1563,512,2094,570,32,657,2325,179,793,1280,422,1672,518,889,852,388,522,153,336,1038,456,7649,193
2020-07-06,66,634,410,121,1231,1013,2529,1154,770,537,1343,164,605,724,423,513,432,1310,587,339,442,26,446,853,501,2891,165
2020-07-07,253,955,2743,290,3675,2475,2311,2151,2012,1837,1271,434,910,1617,1651,509,1003,1539,2207,836,643,140,1399,1520,922,9638,364
2020-07-08,226,798,915,230,3582,3519,1620,1839,1356,851,3138,376,1429,2592,1542,1453,897,1407,2243,691,503,196,1757,1468,850,8657,436
2020-07-09,298,869,1236,239,2783,2529,1363,1472,1212,2384,2829,608,1429,1987,1270,1163,1334,1709,1995,549,335,870,877,1598,926,8350,405
2020-07-10,303,768,1189,317,2867,2546,1620,1347,1262,1395,3222,590,1132,1943,1504,1333,1524,2088,1119,1205,598,1066,1056,1698,1297,9395,664
2020-07-11,312,674,723,199,3002,2399,1109,880,655,1680,3727,708,1240,2260,1303,1270,1196,1285,232,351,496,629,1230,1920,1333,7780,430
2020-07-12,110,697,296,85,1575,840,2306,563,451,554,2038,228,775,780,363,1100,498,1740,9,805,232,376,520,1005,1585,5107,193
2020-07-13,70,966,886,188,1128,421,1572,1080,452,878,971,264,381,795,324,431,396,1045,2360,379,322,402,416,784,590,2610,175
2020-07-14,219,709,1229,333,3138,2231,1370,1334,1136,1637,1821,473,487,2061,1354,675,797,1781,778,541,478,341,1337,2235,946,12000,416
2020-07-15,193,859,1303,523,2964,1811,1725,1139,1063,1002,3367,697,1040,2264,1477,1384,1289,1761,1627,313,389,713,1246,1926,972,6569,308
2020-07-16,193,870,1081,596,3380,2752,2242,1766,1306,1657,2460,699,792,2205,1484,1131,1097,2281,124,324,737,716,3105,1805,1087,8872,641
2020-07-17,100,519,797,432,2284,1938,1779,1343,480,1057,2801,475,1860,2125,924,1332,515,1916,657,325,463,610,1366,1768,662,5367,282
2020-07-18,237,330,1712,149,1581,606,1763,670,114,909,3604,201,-264,1783,624,1086,1511,2232,0,2148,0,366,137,982,1184,4612,255
2020-07-19,93,495,379,120,1931,428,1249,478,-26,233,2097,397,1429,537,411,943,728,1076,3294,315,0,94,266,805,2171,3022,564
2020-07-20,167,229,476,440,1123,594,1875,1094,3,581,1160,234,1503,912,298,663,310,1280,2481,191,684,219,336,1078,816,1385,125
2020-07-21,238,644,775,260,3552,1420,1789,898,3022,1248,1434,749,1438,1992,1164,326,670,1629,4116,310,841,299,2391,2061,1051,6235,456
2020-07-22,279,729,557,255,6401,4122,1725,1087,3490,1577,3175,1503,1695,1970,2128,941,1539,2389,3502,917,2293,969,3233,3081,1030,16777,496
2020-07-23,178,849,1498,178,5113,3134,2222,920,3174,1757,3827,782,1983,2109,2132,1858,1364,2077,2926,872,1145,978,1768,2726,1257,12561,573
2020-07-24,236,1184,1205,188,4409,2582,2391,1246,2389,1195,4244,632,1451,1785,1446,1802,1170,2255,3330,627,793,942,2166,2735,1735,11211,542
2020-07-25,264,1017,670,136,3632,2773,1773,744,1954,880,3281,712,729,1671,1173,1710,1040,1334,1414,243,700,520,2111,2316,1132,16263,955
2020-07-26,88,646,369,58,1780,488,2145,602,1113,328,2478,499,396,540,430,1714,655,1627,32,173,237,435,661,1397,339,4501,847
2020-07-27,38,828,616,144,930,344,2148,837,2071,694,1147,288,1507,360,540,666,540,781,1509,192,338,73,265,1408,1009,3672,339
2020-07-28,349,938,1039,333,4204,3121,2246,1427,2652,1403,2927,641,1707,1362,1482,546,967,1391,1805,1083,701,414,2303,3633,1397,0,745
2020-07-29,234,982,975,276,4021,3522,1616,1105,3021,1706,2749,968,1772,1664,1723,1858,1411,1528,2008,677,785,680,2149,3230,1205,26543,666
2020-07-30,207,855,1047,299,4296,2396,2100,1316,1611,1568,4021,876,2130,1501,1210,1837,1236,2568,1995,616,773,459,1977,3903,1470,14809,761
2020-07-31,52,746,800,196,4524,2414,1850,1407,2672,1399,3691,649,1418,1335,1686,1632,1279,2624,1853,749,585,561,219,3169,1029,13298,546
2020-08-01,305,1267,837,127,2772,2046,1630,522,1546,920,2879,803,925,1368,667,1741,981,1818,1718,1141,512,707,3764,2849,1011,10014,522
2020-08-02,36,1248,347,44,1550,652,2106,424,628,372,2816,264,573,232,547,1224,535,1675,12,288,389,428,584,1060,311,6367,1088
2020-08-03,373,538,262,165,915,381,2016,977,137,529,942,642,1348,220,203,431,231,1260,839,185,123,37,439,907,444,1533,564
2020-08-04,369,573,883,195,3998,2380,1880,994,2979,1405,1985,1033,1458,1772,1549,432,1219,1853,847,536,1223,6,2139,3268,590,15371,666
2020-08-05,325,843,981,319,4348,2102,2042,1033,3374,1572,3933,637,2337,2418,1311,1488,0,2599,3768,924,781,1102,2945,3253,917,9676,648
2020-08-06,230,899,804,417,3953,1858,2034,1301,3292,1606,3167,786,1335,2127,796,1074,2657,1952,1385,616,705,633,2274,3224,858,13405,1227
2020-08-07,113,823,803,229,4202,2108,1903,1380,2910,1781,4495,887,2944,1937,1250,1477,1290,1630,1632,611,665,611,189,2948,884,9709,819
2020-08-08,122,832,571,175,3509,2835,1921,1223,1724,854,3400,719,41,2340,776,1241,1181,0,2828,433,476,393,4569,3167,543,13352,745
